Time,Position X,Position Y,Position Z,Orientation X,Orientation Y,Orientation Z,Orientation W
2024-06-09 19:38:58.403576,0.05118552780151367,-0.003731977462768555,0.07692088317871094,0.0030715167391021994,-0.0162417500177797,-0.04890545445074591,0.9986666268723556
2024-06-09 19:38:58.413559,0.05118458557128906,-0.003734208106994629,0.07689619445800781,0.0030181192130232727,-0.0161223611903004,-0.04889424403261996,0.9986692753563777
2024-06-09 19:38:58.423407,0.05116942596435547,-0.003727291822433472,0.07689401245117188,0.0031338098009251283,-0.016144132890573388,-0.04886922240878686,0.9986697901313301
2024-06-09 19:38:58.433594,0.05115028381347656,-0.003781278133392334,0.07693412017822265,0.0027068590688291727,-0.016261546903888934,-0.048989755579117666,0.9986632248656723
2024-06-09 19:38:58.442545,0.051198318481445314,-0.0037778260707855226,0.07687232208251953,0.00303255039480714,-0.01607155387107797,-0.04890599416001769,0.9986694693295793
2024-06-09 19:38:58.453231,0.0511588134765625,-0.003763932943344116,0.07695693969726562,0.0026901637627600324,-0.01623756368853112,-0.04898424663368358,0.9986639336180203
2024-06-09 19:38:58.464232,0.05118204498291016,-0.003714365243911743,0.07688304138183594,0.0030293602517746892,-0.016174869667810676,-0.0488684832946381,0.998669648381732
2024-06-09 19:38:58.474459,0.05117463684082031,-0.0037774782180786132,0.07696282196044922,0.0026490054707462496,-0.016284118327083413,-0.049044305324112546,0.9986603376272246
2024-06-09 19:38:58.482823,0.05118223190307617,-0.0037952723503112793,0.07696440124511719,0.002717679265803212,-0.016330093786286394,-0.04905499914618943,0.9986588753534053
2024-06-09 19:38:58.493184,0.05118550109863281,-0.0036996808052062987,0.07689389038085938,0.0029871009809684483,-0.016147132886882635,-0.04883123712515379,0.998672043201188
2024-06-09 19:38:58.502855,0.051183704376220704,-0.003703230619430542,0.07691805267333984,0.002987794337347174,-0.016135061360908518,-0.04885353368986663,0.9986711479422504
2024-06-09 19:38:58.514761,0.05119264221191406,-0.0037304785251617433,0.07690572357177734,0.003050926634064279,-0.016159594312420637,-0.048907517493529055,0.9986679175429114
2024-06-09 19:38:58.523794,0.05115670394897461,-0.003783210754394531,0.07696945190429688,0.0026337585603364213,-0.016299792680994758,-0.04895561469389198,0.9986644707773595
2024-06-09 19:38:58.533952,0.05118706512451172,-0.003802903652191162,0.07696530151367187,0.002707058402542606,-0.01629003910312501,-0.04903557885014998,0.9986605166810145
2024-06-09 19:38:58.545381,0.05118796157836914,-0.003810506343841553,0.07695370483398438,0.0026665843877405463,-0.01625992720421481,-0.049055654161104335,0.998660121270519
2024-06-09 19:38:58.553860,0.05120211029052734,-0.0037453370094299317,0.07689398193359374,0.0030768357380295385,-0.016109948525330132,-0.04886590753658346,0.9986706779309868
2024-06-09 19:38:58.563015,0.0511843147277832,-0.003807643175125122,0.076989013671875,0.0027179801636649974,-0.016291114795678407,-0.04910955262421541,0.9986568311507017
2024-06-09 19:38:58.574374,0.05121567916870117,-0.0037370524406433107,0.07694001007080079,0.0030022173623389242,-0.016165615675679982,-0.048930722350620154,0.9986668357671251
2024-06-09 19:38:58.583065,0.051194007873535154,-0.003702145338058472,0.07689653778076172,0.0029984973739763028,-0.016134217658192833,-0.04887249577603515,0.9986702079195022
2024-06-09 19:38:58.592631,0.051205570220947266,-0.003746479034423828,0.07692115783691406,0.0030413502473238007,-0.016168593577147377,-0.048909914321141376,0.9986676862668072
2024-06-09 19:38:58.603288,0.051219718933105465,-0.0037410261631011963,0.07692809295654297,0.003058118721119369,-0.01621620016594401,-0.04896943484834741,0.998663948539117
2024-06-09 19:38:58.613849,0.051165809631347654,-0.0037781810760498047,0.07696405029296875,0.0025654059922989242,-0.01628373008755557,-0.0489493840091984,0.9986652168315181
2024-06-09 19:38:58.623904,0.05118941497802734,-0.0037188959121704102,0.07690015411376953,0.003011898196409096,-0.016143546591256067,-0.04890098317723854,0.9986686188314157
2024-06-09 19:38:58.632869,0.05124224472045898,-0.0037533190250396728,0.07685798645019531,0.0032176879276969257,-0.016110470662151755,-0.04880099683174937,0.998673401009045
2024-06-09 19:38:58.645542,0.051190841674804685,-0.0037179601192474363,0.07689000701904297,0.0030200867078693855,-0.01619140324898595,-0.04885316817129681,0.9986701556959903
2024-06-09 19:38:58.654807,0.051175945281982424,-0.0037068781852722167,0.07690428161621093,0.0030092656677708175,-0.016119987692741308,-0.04889061026823973,0.9986695140926205
2024-06-09 19:38:58.663025,0.05116915512084961,-0.003694990873336792,0.07689437866210938,0.003067857719994203,-0.01620881308705097,-0.04888198057028814,0.9986683278713513
2024-06-09 19:38:58.674216,0.051179283142089846,-0.0037847049236297606,0.07695783996582031,0.0027245365556825157,-0.01627678368924654,-0.04904373192575693,0.9986602779426209
2024-06-09 19:38:58.684873,0.05117732238769531,-0.0037111575603485107,0.07687351989746094,0.003113884926277231,-0.016137524788751058,-0.04883834745091498,0.9986714612829698
2024-06-09 19:38:58.694497,0.05120018768310547,-0.0037518966197967528,0.07690633392333984,0.0030544855792003296,-0.016121072276414183,-0.048906389780598025,0.9986685889893617
2024-06-09 19:38:58.702988,0.05119335556030274,-0.0037294156551361084,0.07690171813964844,0.003076249320884453,-0.016138076169817283,-0.048898791651432,0.9986686188314157
2024-06-09 19:38:58.713536,0.05118511581420898,-0.0037315731048583986,0.07689521026611328,0.0029807077414876993,-0.016207313526207603,-0.04887602507593953,0.998668902330884
2024-06-09 19:38:58.723405,0.051194862365722654,-0.00372690224647522,0.07691885375976562,0.003043668203743451,-0.016193809372427037,-0.048834649472771566,0.9986709539693748
