Time,Address,Range,Rxpower,Position X,Position Y,Position Z,Orientation X,Orientation Y,Orientation Z,Orientation W
2024-06-10 00:05:01.264242,81,3.31,-61.97,0.04251666259765625,-0.010228636741638184,0.07646561431884766,0.019202372502900394,-0.014023195837155255,-0.06559817731512768,0.9975627837464203
2024-06-10 00:05:01.366570,81,3.28,-61.25,0.04247469329833985,-0.01021556568145752,0.07646556091308594,0.01924665751133936,-0.01404213955289035,-0.06561697837699323,0.9975604236079988
2024-06-10 00:05:01.468304,81,3.33,-61.7,0.04248875427246094,-0.010222990036010743,0.07644573974609375,0.019247967057364285,-0.01398414593292366,-0.06566114235189671,0.9975583099349893
2024-06-10 00:05:01.570781,81,3.29,-61.5,0.04257190322875976,-0.010156078338623047,0.07644816589355469,0.01912969616501861,-0.014028458916526716,-0.06575163900329295,0.9975539929493451
2024-06-10 00:05:01.672602,81,3.28,-61.65,0.04251430130004883,-0.010213641166687012,0.07646464538574219,0.019189571956872944,-0.013962546287597083,-0.0656561160848911,0.9975600651054716
2024-06-10 00:05:01.778467,81,3.27,-63.88,0.042493942260742185,-0.010192690849304199,0.07646927642822265,0.01925128801745147,-0.013969002652663723,-0.06562959003758037,0.9975605281712117
2024-06-10 00:05:01.876401,81,3.29,-61.66,0.04248495483398437,-0.010206490516662598,0.07647103118896484,0.019258842795941613,-0.014044622013606152,-0.06567240432584191,0.9975565099484361
2024-06-10 00:05:01.978946,81,3.31,-61.5,0.04250491333007812,-0.010191842079162598,0.07645330810546876,0.019296149604839646,-0.013980492299977266,-0.06567512671459934,0.9975565099484361
2024-06-10 00:05:02.083627,81,3.27,-61.29,0.04246342849731445,-0.010209999084472655,0.07645953369140625,0.019381739057000396,-0.013986012575768186,-0.06563433352892314,0.9975574510206492
2024-06-10 00:05:02.182736,81,3.28,-63.0,0.04251867294311523,-0.01018178367614746,0.0764636459350586,0.0193073218361237,-0.014054765538992412,-0.06573629062144429,0.9975512145334785
2024-06-10 00:05:02.284621,81,3.28,-61.37,0.04251667404174805,-0.010178853034973144,0.07646990203857422,0.019389477046130872,-0.013952169216500054,-0.06572912597769391,0.99755152822598
2024-06-10 00:05:02.393757,81,3.27,-61.74,0.04247377777099609,-0.010192410469055176,0.07645381164550781,0.019212802007581582,-0.014011065127731401,-0.06563252399876152,0.9975604908272083
2024-06-10 00:05:02.488912,81,3.28,-62.1,0.042490753173828125,-0.010184003829956054,0.07646434783935546,0.01929185426681505,-0.013979347414770572,-0.06566068363314936,0.9975575630529964
2024-06-10 00:05:02.695655,81,3.29,-62.64,0.042488597869873045,-0.01020444679260254,0.0764388198852539,0.019236913227557204,-0.014006348199101714,-0.06558301246722535,0.9975633439050359
2024-06-10 00:05:02.795097,81,3.27,-61.76,0.042479736328125,-0.010197936058044433,0.0764658432006836,0.019203980081802487,-0.01398775627040385,-0.06560139882456602,0.9975630302162499
2024-06-10 00:05:02.899575,81,3.3,-61.54,0.04250296783447265,-0.01020638084411621,0.07646142578125,0.019243915343693182,-0.014043281237099683,-0.06562537409397501,0.9975599007917703
2024-06-10 00:05:02.998434,81,3.28,-62.34,0.0424880256652832,-0.01021144676208496,0.0764439468383789,0.019315042226489044,-0.014066287613811745,-0.06563456594601062,0.9975576078659317
2024-06-10 00:05:03.100625,81,3.27,-63.37,0.04248137283325195,-0.010202893257141113,0.0764191131591797,0.019278990683178277,-0.013976064484431169,-0.0656236568604785,0.9975602891695662
2024-06-10 00:05:03.202964,81,3.27,-62.9,0.04250864410400391,-0.01021541690826416,0.07646165466308594,0.019312059151269743,-0.014015227048869436,-0.06565497451810139,0.9975570402352686
2024-06-10 00:05:03.304633,81,3.3,-62.53,0.04249322128295899,-0.010184219360351562,0.07644308471679688,0.01928544008894533,-0.014047354634569681,-0.06565287370918607,0.9975572418935674
2024-06-10 00:05:03.407354,81,3.3,-61.74,0.04250265121459961,-0.010199835777282715,0.0764707260131836,0.01924007801164853,-0.013980841419911927,-0.06565443464991579,0.9975589447842437
2024-06-10 00:05:03.508394,81,3.28,-61.67,0.042498897552490235,-0.010199505805969239,0.076474365234375,0.01929503302734077,-0.014017770651141986,-0.06565934378168573,0.9975570402352686
2024-06-10 00:05:03.610796,81,3.29,-61.36,0.04248625564575195,-0.01019072723388672,0.0764534683227539,0.01922859292392988,-0.014023103927407625,-0.06565099762369996,0.9975587954079849
2024-06-10 00:05:03.713571,81,3.24,-61.08,0.04253040313720703,-0.0101824951171875,0.07647141265869141,0.019315652923728294,-0.013988059745051813,-0.06576387064694685,0.9975501763599725
2024-06-10 00:05:03.814821,81,3.29,-63.46,0.04248838043212891,-0.01019672679901123,0.07648770141601563,0.019211906096541664,-0.013975045734498736,-0.06567169116617853,0.9975584369048724
2024-06-10 00:05:03.916517,81,3.3,-63.93,0.04249495315551758,-0.010209062576293945,0.0764549560546875,0.019292977932648246,-0.01399537388088396,-0.06563227438797524,0.9975591763174005
2024-06-10 00:05:04.018626,81,3.3,-61.23,0.04250281524658203,-0.010206342697143555,0.0764588623046875,0.01923039203504012,-0.014072438137406128,-0.06563631314838869,0.9975590344099882
2024-06-10 00:05:04.120666,81,3.3,-62.43,0.042502845764160156,-0.010216053962707519,0.07645663452148438,0.01934111844958216,-0.01403268128302151,-0.06562508280408107,0.997558197902726
2024-06-10 00:05:04.222980,81,3.28,-61.74,0.04249527359008789,-0.010220046997070312,0.07644522094726562,0.019247377039371866,-0.013974526442565199,-0.0656678349148082,0.9975580186510785
